"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","FIN","Finland","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,7.93150067598016,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.33452843342297,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,1.18372625087039,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.56172778491648,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,1.63934426229508,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.02349225150528,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.02329253849193,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.28780825987916,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.25637993891025,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,2.2007302871805,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,2.20841959972395,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,1.89106667979906,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.59057437407953,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.23832923832923,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,1.31734172237513,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,1.10948905109488,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,1.26311698406528,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.938467492260044,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,1.17055238463771,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,1.06506584043378,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,1.04066294083638,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,0.907686365392029,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.762033375132634,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,1.03431609473175,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,1.45936020102446,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.4852926900301,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.42635358043859,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.673789585138138,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.326232968720022,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,0.364228889101891,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.200803212851405,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,0.776010730024909,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,0.219340072477586,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.0478468899521691,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.0478652115642511,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.200918484500594,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.0190512478567537,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.554811555385501,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,0.564431263752034,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.10909264748064,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.24330527926548,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.4229777480661,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.47914877373796,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,1.1502994581234,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.86506803692074,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,2.16164514586322,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,2.62175868337957,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,2.77857347464909,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,2.7534298780488,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,2.85388127853882,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,3.6339421613394,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,4.48226950354609,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,4.82713017192518,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,5.19774011299434,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,5.83975926274213,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,6.08082706766917,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,5.91312470808033,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,5.55191461473644,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,6.2004662004662,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,6.15013006317354,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,5.85071859063514,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,5.9933407325194,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,6.27868551496237,,
"CPALTT01","Consumer prices: all items","FRA","France","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,5.70187347271248,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.39165009940358,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,1.08695652173912,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.47928994082841,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,1.27701375245579,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.06286836935168,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,1.86092066601372,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,1.85365853658538,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,1.85185185185185,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,1.94741966893866,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,2.34146341463416,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,2.05680705190991,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.55945419103315,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.37254901960785,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,1.46627565982405,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,1.26336248785228,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,2.03685741998062,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,1.44369586140519,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,1.63461538461538,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,1.72413793103447,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,1.43540669856461,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,1.24164278892073,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,1.14394661582459,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,1.0556621880998,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,1.53550863723609,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.74081237911025,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.65340314540448,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,1.46550298293323,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.60120240480962,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,0.410308282599353,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.225048014667005,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-1.04087647989009,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.854161152493676,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.854161152493676,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.748905917395571,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.195072005359237,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.567107750472597,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.20240480961924,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,1.49850149850151,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.79461615154537,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.99203187250996,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,2.19123505976096,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,2.38805970149254,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,3.7111334002006,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,3.81143430290872,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,4.1123370110331,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,4.40440440440439,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,4.81444332998996,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,4.90981963927857,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,4.15841584158416,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,4.33070866141733,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,5.87659157688541,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,6.25,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,7.01754385964913,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,6.70553935860058,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,6.67311411992262,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,6.95652173913044,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,8.57418111753372,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,8.82070949185044,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,8.80382775119618,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,8.11843361986628,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,8.65019011406844,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,8.67924528301888,,
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,7.40055504162813,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.175304240080013,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.0594959994766483,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,-0.233763652950137,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.0372316105569888,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.605760230226004,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.97161384388518,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.851951856196526,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.970042960501008,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,1.09043138932054,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,1.76863225045798,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.98674521227225,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.563181133110698,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.438948225857381,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.620246997390508,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.943023050379148,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,1.02031278515896,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.227274415141544,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,-0.277876557223692,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,0.0465971897943657,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.170357955338732,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.074429340596185,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.711827904681761,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,0.222828279613334,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.780095678283914,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.863172381962462,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.22932377490848,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.00377387606425438,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-1.43541735400762,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-1.1421674060439,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-1.56924436789542,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-1.80860386811921,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-1.90860937750373,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-1.98216066437239,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-1.76776524197696,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-2.06508282183925,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-2.3202455086619,,
