<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
DOGE.V,D,20160701,000000,0.00029,0.000294,0.00029,0.000294,0,0
DOGE.V,D,20160702,000000,0.000294,0.000298,0.00028,0.000298,0,0
DOGE.V,D,20160703,000000,0.000298,0.000298,0.00029,0.000298,0,0
DOGE.V,D,20160704,000000,0.000298,0.000299,0.000285,0.000299,0,0
DOGE.V,D,20160705,000000,0.000299,0.0003,0.000299,0.0003,0,0
DOGE.V,D,20160706,000000,0.0003,0.0003,0.000299,0.000299,0,0
DOGE.V,D,20160707,000000,0.000295,0.0003,0.000295,0.0003,0,0
DOGE.V,D,20160708,000000,0.0003,0.0003,0.0003,0.0003,0,0
DOGE.V,D,20160709,000000,0.0003,0.0003,0.0003,0.0003,0,0
DOGE.V,D,20160710,000000,0.000297,0.000297,0.00029,0.000296,0,0
DOGE.V,D,20160711,000000,0.00029,0.0003,0.000289,0.0003,0,0
DOGE.V,D,20160712,000000,0.00029,0.00029,0.000288,0.00029,0,0
DOGE.V,D,20160713,000000,0.00029,0.00029,0.000253,0.000275,0,0
DOGE.V,D,20160714,000000,0.000275,0.000275,0.000275,0.000275,0,0
DOGE.V,D,20160715,000000,0.000275,0.000275,0.000275,0.000275,0,0
DOGE.V,D,20160716,000000,0.000275,0.00028,0.000275,0.00028,0,0
DOGE.V,D,20160717,000000,0.00029,0.00029,0.00028,0.00028,0,0
DOGE.V,D,20160718,000000,0.00028,0.00029,0.00028,0.00029,0,0
DOGE.V,D,20160719,000000,0.00027,0.000285,0.00027,0.000285,0,0
DOGE.V,D,20160720,000000,0.000267,0.00027,0.00026,0.00027,0,0
DOGE.V,D,20160721,000000,0.00027,0.00027,0.00025,0.00027,0,0
DOGE.V,D,20160722,000000,0.00027,0.00027,0.00027,0.00027,0,0
DOGE.V,D,20160723,000000,0.00026,0.00027,0.00026,0.000265,0,0
DOGE.V,D,20160724,000000,0.000265,0.000265,0.000265,0.000265,0,0
DOGE.V,D,20160725,000000,0.000265,0.00027,0.000252,0.000252,0,0
DOGE.V,D,20160726,000000,0.00027,0.00029,0.00027,0.000271,0,0
DOGE.V,D,20160727,000000,0.000271,0.000271,0.000271,0.000271,0,0
DOGE.V,D,20160728,000000,0.000279,0.000279,0.00027,0.00027,0,0
DOGE.V,D,20160729,000000,0.00026,0.00026,0.00026,0.00026,0,0
DOGE.V,D,20160730,000000,0.000255,0.000275,0.000255,0.000275,0,0
DOGE.V,D,20160731,000000,0.000244,0.000269,0.000244,0.00025,0,0
DOGE.V,D,20160801,000000,0.00025,0.00025,0.000249,0.000249,0,0
DOGE.V,D,20160802,000000,0.000249,0.00025,0.000249,0.00025,0,0
DOGE.V,D,20160803,000000,0.00023,0.00025,0.00023,0.000249,0,0
DOGE.V,D,20160804,000000,0.000249,0.000249,0.00024,0.00024,0,0
DOGE.V,D,20160805,000000,0.000235,0.000248,0.000235,0.000245,0,0
DOGE.V,D,20160806,000000,0.00024,0.00024,0.0002,0.0002,0,0
DOGE.V,D,20160807,000000,0.00024,0.000288,0.00024,0.000288,0,0
DOGE.V,D,20160808,000000,0.000288,0.000288,0.000265,0.000276,0,0
DOGE.V,D,20160809,000000,0.000231,0.000276,0.000231,0.00027,0,0
DOGE.V,D,20160810,000000,0.00027,0.00029,0.000265,0.00028,0,0
DOGE.V,D,20160811,000000,0.00029,0.00029,0.000256,0.00026,0,0
DOGE.V,D,20160812,000000,0.00026,0.000289,0.00026,0.00027,0,0
DOGE.V,D,20160813,000000,0.000267,0.000287,0.00026,0.000275,0,0
DOGE.V,D,20160814,000000,0.00027,0.000274,0.00027,0.000272,0,0
DOGE.V,D,20160815,000000,0.000272,0.000272,0.000255,0.000255,0,0
DOGE.V,D,20160816,000000,0.000255,0.00026,0.000245,0.00026,0,0
DOGE.V,D,20160817,000000,0.00026,0.000265,0.00026,0.000265,0,0
DOGE.V,D,20160818,000000,0.000265,0.000265,0.000265,0.000265,0,0
