Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-08-29,1553.09,1578.16,1553.09,1578.16
2022-08-30,1578.16,1578.16,1562.9,1562.9
2022-08-31,1562.9,1562.9,1511.66,1517.26
2022-09-01,1517.26,1517.26,1509.3,1509.3
2022-09-02,1509.3,1509.3,1495.96,1495.96
2022-09-05,1495.96,1495.96,1440.63,1440.63
2022-09-06,1440.63,1461.66,1440.63,1461.66
2022-09-07,1461.66,1473.05,1461.66,1473.05
2022-09-08,1473.05,1473.05,1450.31,1457.25
2022-09-09,1457.25,1457.25,1456.16,1456.16
2022-09-12,1456.16,1458.91,1453.45,1453.62
2022-09-13,1453.62,1464.99,1448.04,1449.5
2022-09-14,1449.5,1476.62,1449.27,1476.62
2022-09-15,1476.62,1486.21,1460.24,1486.21
2022-09-16,1486.21,1502.12,1486.21,1501.65
2022-09-19,1501.65,1501.65,1490.28,1498.22
2022-09-20,1498.22,1498.22,1498.22,1498.22
2022-09-21,1498.22,1534.54,1498.22,1533.21
2022-09-22,1533.21,1533.21,1523.47,1532.24
2022-09-23,1532.24,1532.24,1498.14,1507.96
2022-09-26,1507.96,1507.96,1496.59,1496.59
2022-09-27,1496.59,1496.59,1496.59,1496.59
2022-09-28,1496.59,1496.59,1476.38,1476.38
2022-09-29,1476.38,1487.24,1476.38,1487.24
2022-09-30,1487.24,1522.84,1481.38,1522.84
2022-10-03,1522.84,1522.84,1522.84,1522.84
2022-10-04,1522.84,1525.11,1514.72,1514.72
2022-10-05,1514.72,1514.72,1502.56,1509.39
2022-10-06,1509.39,1509.39,1500.62,1500.62
2022-10-07,1500.62,1500.89,1477.42,1477.42
2022-10-10,1477.42,1477.42,1450.09,1456.93
2022-10-11,1456.93,1467.11,1444.97,1467.11
2022-10-12,1467.11,1467.11,1429.03,1429.03
2022-10-13,1429.03,1435.67,1406.12,1406.12
2022-10-14,1406.12,1441.33,1406.12,1407.22
2022-10-17,1407.22,1407.22,1398.13,1398.13
2022-10-18,1398.13,1420.83,1398.13,1420.81
2022-10-19,1420.81,1429.58,1416.38,1427.72
2022-10-20,1427.72,1427.72,1406.28,1406.28
2022-10-21,1406.28,1406.28,1406.28,1406.28
2022-10-24,1406.28,1406.28,1406.28,1406.28
2022-10-25,1406.28,1406.28,1406.28,1406.28
2022-10-26,1406.28,1447.28,1406.28,1447.28
2022-10-27,1447.28,1456.13,1447.28,1456.13
2022-10-28,1456.13,1474.32,1456.13,1456.77
2022-10-31,1456.77,1456.77,1456.77,1456.77
2022-11-01,1456.77,1456.77,1404.48,1404.48
2022-11-02,1404.48,1404.48,1402.2,1402.2
2022-11-03,1402.2,1402.2,1388.92,1388.92
2022-11-04,1388.92,1388.92,1377.55,1377.55
2022-11-07,1377.55,1377.55,1375.1,1375.1
2022-11-08,1375.1,1375.21,1375.1,1375.21
2022-11-09,1375.21,1375.21,1352.48,1357.02
2022-11-10,1357.02,1357.91,1357.02,1357.91
2022-11-11,1357.91,1358.13,1357.91,1358.13
2022-11-14,1358.13,1370.35,1358.13,1370.35
2022-11-15,1370.35,1370.75,1357.24,1357.24
2022-11-16,1357.24,1372.46,1357.24,1372.46
2022-11-17,1372.46,1374.73,1372.46,1374.73
2022-11-18,1374.73,1379.93,1374.73,1379.93
2022-11-21,1379.93,1387.4,1379.93,1387.4
2022-11-22,1387.4,1403.67,1387.4,1403.67
2022-11-23,1403.67,1409.58,1403.67,1409.58
2022-11-24,1409.58,1411.85,1409.58,1411.85
2022-11-25,1411.85,1414.13,1405.51,1405.51
2022-11-28,1405.51,1409.95,1405.51,1409.95
2022-11-29,1409.95,1409.95,1398.58,1405.23
2022-11-30,1405.23,1405.23,1405.23,1405.23
2022-12-01,1405.23,1405.23,1405.23,1405.23
2022-12-02,1405.23,1405.23,1360.17,1369.49
2022-12-05,1369.49,1389.55,1369.49,1389.55
2022-12-06,1389.55,1391.83,1389.55,1391.83
2022-12-07,1391.83,1397.23,1391.83,1397.23
2022-12-08,1397.23,1401.28,1397.23,1401.28
2022-12-09,1401.28,1401.54,1399.11,1401.54
2022-12-12,1401.54,1409.62,1401.54,1409.62
2022-12-13,1409.62,1409.77,1383.62,1388.05
2022-12-14,1388.05,1433.52,1378.95,1433.52
2022-12-15,1433.52,1433.52,1425.39,1432.03
2022-12-16,1432.03,1432.03,1420.22,1425.99
2022-12-19,1425.99,1567.44,1425.99,1567.44
2022-12-20,1567.44,1573.32,1567.44,1573.01
2022-12-21,1573.01,1573.13,1573.01,1573.13
2022-12-22,1573.13,1590.21,1573.13,1590.21
2022-12-23,1590.21,1590.21,1578.67,1578.98
2022-12-27,1578.98,1636.02,1577.44,1577.44
2022-12-28,1577.44,1577.44,1577.44,1577.44
2022-12-29,1577.44,1577.44,1577.44,1577.44
2022-12-30,1577.44,1577.44,1565.9,1565.9
2023-01-03,1565.9,1577.44,1565.9,1577.44
2023-01-04,1577.44,1577.44,1577.44,1577.44
2023-01-05,1577.44,1577.44,1573.31,1573.31
2023-01-06,1573.31,1573.31,1573.31,1573.31
2023-01-09,1573.31,1573.31,1573.31,1573.31
2023-01-10,1573.31,1573.31,1573.31,1573.31
2023-01-11,1573.31,1573.31,1573.31,1573.31
2023-01-12,1573.31,1573.31,1555.99,1555.99
2023-01-13,1555.99,1555.99,1555.99,1555.99
2023-01-16,1555.99,1555.99,1505.18,1505.18
2023-01-17,1505.18,1505.18,1394.41,1394.41
2023-01-18,1394.41,1432.68,1394.41,1432.68
2023-01-19,1432.68,1432.68,1406.69,1406.69
2023-01-20,1406.69,1406.69,1406.69,1406.69
2023-01-23,1406.69,1412.46,1381.16,1394.49
2023-01-24,1394.49,1417.65,1364.72,1417.65
2023-01-25,1417.65,1417.65,1309.3,1309.3
2023-01-26,1309.3,1309.3,1283,1283
2023-01-27,1283,1283,1283,1283
2023-01-30,1283,1306.79,1283,1306.79
2023-01-31,1306.79,1311.4,1306.79,1311.4
2023-02-01,1311.4,1502.68,1311.4,1502.68
2023-02-02,1502.68,1502.68,1387.13,1392.9
2023-02-03,1392.9,1392.9,1392.9,1392.9
2023-02-06,1392.9,1398.67,1392.9,1392.9
2023-02-07,1392.9,1396.68,1390.91,1390.91
2023-02-08,1390.91,1400.26,1390.91,1400.26
2023-02-09,1400.26,1400.26,1400.26,1400.26
2023-02-10,1400.26,1400.26,1141.7,1141.7
2023-02-13,1141.7,1141.7,1053.81,1053.81
2023-02-14,1053.81,1322.45,1053.81,1322.45
2023-02-15,1322.45,1425.94,1322.45,1397.8
2023-02-16,1397.8,1428.33,1296.66,1310.01
2023-02-17,1310.01,1403.52,1309.61,1403.52
2023-02-20,1403.52,1462.71,1403.52,1462.71
2023-02-21,1462.71,1478.04,1462.71,1478.04
2023-02-22,1478.04,1508.23,1428.22,1428.22
2023-02-23,1428.22,1428.22,1411.72,1411.72
2023-02-24,1411.72,1429.86,1411.6,1416.64
2023-02-27,1416.64,1416.64,1376.84,1376.84
2023-02-28,1376.84,1376.84,1256.72,1256.72
2023-03-01,1256.72,1356.33,1256.72,1356.33
2023-03-02,1356.33,1359.38,1356.33,1359.38
2023-03-03,1359.38,1398.23,1359.38,1395.45
2023-03-06,1395.45,1452.71,1395.45,1452.71
2023-03-07,1452.71,1471.12,1447.39,1448.84
2023-03-08,1448.84,1479.74,1434.74,1479.74
2023-03-09,1479.74,1479.74,1472.66,1472.66
2023-03-10,1472.66,1472.66,1458.6,1458.6
2023-03-13,1458.6,1479.86,1458.6,1477.37
2023-03-14,1477.37,1491.39,1477.37,1491.39
2023-03-15,1491.39,1520.73,1491.39,1505.83
2023-03-16,1505.83,1505.83,1491.15,1491.15
2023-03-17,1491.15,1492.86,1478.18,1487.21
2023-03-20,1487.21,1508.31,1487.21,1500.08
2023-03-21,1500.08,1510.04,1500.08,1510.04
2023-03-22,1510.04,1510.04,1508.65,1508.65
2023-03-23,1508.65,1514.59,1508.65,1514.59
2023-03-24,1514.59,1514.59,1499.26,1499.26
2023-03-27,1499.26,1499.61,1461.39,1473.21
2023-03-28,1473.21,1473.91,1452.71,1452.71
2023-03-29,1452.71,1452.76,1451.37,1451.37
2023-03-30,1451.37,2138.93,1451.37,2138.56
2023-03-31,2138.56,2138.56,2138.56,2138.56
2023-04-03,2138.56,2138.56,2128.7,2133.54
2023-04-04,2133.54,2134.31,2091.98,2103.52
2023-04-05,2103.52,2103.52,2097.75,2097.75
2023-04-06,2097.75,2098.56,2097.75,2098.56
2023-04-07,1411.66,1537.83,1385.91,1537.83
2023-04-10,1537.83,1561.01,1444.28,1482.19
2023-04-11,1482.19,1491.82,1482.19,1491.82
2023-04-12,1491.82,1495.37,1486.05,1493.58
2023-04-13,1493.58,1496.58,1481.55,1481.55
2023-04-14,1481.55,1547.16,1479.33,1547.16
2023-04-17,1547.16,1560.35,1542.91,1548.8
2023-04-18,1548.8,1548.8,1525.72,1545.92
2023-04-19,1545.92,1566.12,1517.75,1517.75
2023-04-20,1517.75,1547.03,1517.75,1547.03
2023-04-21,1547.03,1547.03,1535.09,1535.09
2023-04-24,1535.09,1535.09,1527.13,1527.13
2023-04-25,1527.13,1538.09,1488.34,1488.34
2023-04-26,1488.34,1550.17,1482.37,1550.17
2023-04-27,1550.17,1592.22,1550.17,1592.22
2023-04-28,1592.22,1604.65,1592.22,1604.65
2023-05-01,1604.65,1607.38,1604.65,1607.38
2023-05-02,1607.38,1607.38,1607.38,1607.38
2023-05-03,1607.38,1623.26,1595.84,1623.26
2023-05-04,1623.26,1644.78,1623.26,1644.78
2023-05-05,1644.78,1648.29,1614.43,1622.92
2023-05-08,1622.92,1691.71,1622.92,1691.71
2023-05-09,1691.71,1742.5,1691.71,1742.5
2023-05-10,1742.5,1742.5,1718.58,1718.58
2023-05-11,1718.58,1718.58,1704.4,1704.4
2023-05-12,1704.4,1718.22,1704.4,1718.22
2023-05-15,1718.22,1721.33,1718.22,1721.33
2023-05-16,1721.33,1731.44,1716.19,1731.44
2023-05-17,1731.44,1739.07,1731.44,1739.07
2023-05-18,1739.07,1739.07,1739.07,1739.07
2023-05-19,1739.07,1739.07,1715.99,1738.54
2023-05-22,1738.54,1742.55,1738.54,1742.4
2023-05-23,1742.4,1742.4,1735.46,1739.44
2023-05-24,1739.44,1764.89,1739.44,1764.89
