Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-02-10,1610.13,1625.97,1610.13,1625.97
2020-02-11,1625.97,1625.97,1625.97,1625.97
2020-02-12,1625.97,1625.97,1625.88,1625.88
2020-02-13,1625.88,1625.88,1544.57,1560.79
2020-02-14,1560.79,1573.79,1559.22,1573.79
2020-02-17,1573.79,1615.91,1573.79,1615.91
2020-02-18,1615.91,1617.49,1615.91,1616.7
2020-02-19,1616.7,1617.67,1605.52,1616.41
2020-02-20,1616.41,1617.11,1616.17,1617.11
2020-02-21,1617.11,1617.11,1616.17,1616.17
2020-02-24,1616.17,1616.17,1615.44,1615.44
2020-02-25,1615.44,1615.44,1588.42,1588.42
2020-02-26,1588.42,1588.42,1588.42,1588.42
2020-02-27,1588.42,1589.96,1578.06,1585.1
2020-02-28,1585.1,1586.46,1563.3,1586.46
2020-03-02,1586.46,1591.32,1562.72,1562.72
2020-03-03,1562.72,1570.59,1562.72,1570.59
2020-03-04,1570.59,1584.69,1556.16,1556.16
2020-03-05,1556.16,1578.91,1556.16,1578.91
2020-03-06,1578.91,1578.91,1533.36,1549.95
2020-03-10,1549.95,1559.53,1525.75,1532.8
2020-03-11,1532.8,1543.31,1518.55,1518.55
2020-03-12,1518.55,1518.55,1508.83,1508.83
2020-03-13,1508.83,1516.71,1479.4,1479.4
2020-03-16,1479.4,1479.4,1451.5,1451.5
2020-03-17,1451.5,1451.5,1447.5,1447.5
2020-03-18,1447.5,1447.5,1432.62,1432.62
2020-03-19,1432.62,1432.62,1432.62,1432.62
2020-03-20,1432.62,1447.5,1394.79,1394.79
2020-03-23,1394.79,1415.22,1390.67,1390.67
2020-03-24,1390.67,1390.67,1385.89,1390.67
2020-03-25,1390.67,1390.67,1389.93,1389.93
2020-03-26,1389.93,1398.75,1389.93,1398.75
2020-03-27,1398.75,1404.13,1396.69,1404.13
2020-03-30,1404.13,1404.13,1404.13,1404.13
2020-03-31,1404.13,1404.13,1404.13,1404.13
2020-04-01,1404.13,1405.97,1394.94,1405.97
2020-04-02,1405.97,1405.97,1405.97,1405.97
2020-04-03,1405.97,1420.1,1405.97,1420.1
2020-04-06,1420.1,1420.1,1420.1,1420.1
2020-04-07,1420.1,1420.1,1420.1,1420.1
2020-04-08,1420.1,1432.01,1420.1,1432.01
2020-04-09,1432.01,1432.01,1432.01,1432.01
2020-04-10,1432.01,1432.01,1431.26,1431.26
2020-04-13,1431.26,1431.26,1397.64,1397.64
2020-04-14,1397.64,1397.64,1397.64,1397.64
2020-04-15,1397.64,1397.64,1334.35,1334.35
2020-04-16,1334.35,1334.35,1332.67,1332.67
2020-04-17,1332.67,1332.67,1313.32,1313.32
2020-04-21,1313.32,1335.37,1313.32,1335.37
2020-04-22,1335.37,1339.84,1335.37,1339.84
2020-04-23,1339.84,1344.47,1319.18,1334.06
2020-04-24,1334.06,1372.86,1334.06,1346.18
2020-04-27,1346.18,1346.18,1346.18,1346.18
2020-04-28,1346.18,1377.75,1315.75,1366.27
2020-04-29,1366.27,1366.27,1333.69,1333.69
2020-04-30,1333.69,1333.69,1276.52,1280.93
2020-05-04,1280.93,1280.93,1280.93,1280.93
2020-05-05,1280.93,1307.61,1280.93,1307.61
2020-05-06,1307.61,1307.61,1303.89,1303.89
2020-05-07,1303.89,1303.89,1300.17,1300.17
2020-05-08,1300.17,1320.24,1300.17,1320.24
2020-05-12,1320.24,1354.68,1320.24,1354.68
2020-05-13,1354.68,1354.68,1350.96,1350.96
2020-05-14,1350.96,1350.96,1350.96,1350.96
2020-05-15,1350.96,1350.96,1347.24,1349.54
2020-05-18,1349.54,1349.54,1347.24,1347.24
2020-05-19,1347.24,1360.48,1347.24,1360.48
2020-05-20,1360.48,1360.48,1322.69,1331.63
2020-05-21,1331.63,1331.63,1309.58,1309.58
2020-05-22,1309.58,1320.73,1298.68,1298.68
2020-05-25,1298.68,1298.68,1298.68,1298.68
2020-05-26,1298.68,1309.71,1298.68,1309.71
2020-05-27,1309.71,1328.17,1309.71,1328.17
2020-05-28,1328.17,1350.15,1328.17,1350.15
2020-05-29,1350.15,1367.8,1350.15,1367.8
2020-06-01,1367.8,1367.8,1356.09,1356.09
2020-06-02,1356.09,1356.09,1345.75,1345.75
2020-06-03,1345.75,1352.44,1345.75,1352.44
2020-06-04,1352.44,1352.44,1352.44,1352.44
2020-06-05,1352.44,1352.44,1352.44,1352.44
2020-06-09,1352.44,1354.74,1352.44,1354.74
2020-06-10,1354.74,1358.46,1354.74,1358.46
2020-06-11,1358.46,1365.9,1358.46,1365.9
2020-06-12,1365.9,1365.9,1365.9,1365.9
2020-06-15,1365.9,1365.9,1365.9,1365.9
2020-06-16,1365.9,1365.9,1362.08,1362.08
2020-06-17,1362.08,1362.08,1358.26,1358.26
2020-06-18,1358.26,1375.32,1358.26,1375.32
2020-06-19,1375.32,1375.32,1350.54,1354.36
2020-06-22,1354.36,1354.36,1352.45,1352.45
2020-06-23,1352.45,1357.41,1352.45,1357.41
2020-06-24,1357.41,1363.13,1357.41,1358.18
2020-06-25,1358.18,1358.18,1346.4,1346.4
2020-06-26,1346.4,1346.4,1318.94,1318.94
2020-06-30,1318.94,1363.22,1318.94,1363.22
2020-07-01,1363.22,1363.22,1248,1248
2020-07-02,1248,1256.38,1234.93,1256.38
2020-07-03,1256.38,1256.38,1256.38,1256.38
2020-07-06,1256.38,1271.33,1256.38,1271.33
2020-07-07,1271.33,1273.23,1271.33,1273.23
2020-07-08,1273.23,1285.02,1261.45,1266.41
2020-07-09,1266.41,1266.41,1266.41,1266.41
2020-07-10,1266.41,1281.83,1266.03,1281.83
2020-07-13,1281.83,1281.83,1280.3,1280.3
2020-07-14,1280.3,1297.74,1280.3,1297.74
2020-07-15,1297.74,1297.74,1297.74,1297.74
2020-07-16,1297.74,1299.27,1297.74,1299.27
2020-07-17,1299.27,1299.27,1297.74,1297.74
2020-07-20,1297.74,1299.27,1279.38,1279.38
2020-07-21,1279.38,1279.38,1270.3,1270.3
2020-07-22,1270.3,1274.11,1270.3,1274.11
2020-07-23,1274.11,1274.11,1256.77,1256.77
2020-07-24,1256.77,1300.42,1256.77,1300.42
2020-07-27,1300.42,1310.34,1300.42,1310.34
2020-07-28,1310.34,1314.16,1310.34,1314.16
2020-07-29,1314.16,1324.16,1314.16,1324.16
2020-07-30,1324.16,1324.16,1289.98,1318.25
2020-07-31,1318.25,1318.25,1293.97,1293.97
2020-08-03,1293.97,1297.78,1290.15,1297.78
2020-08-04,1297.78,1297.78,1270.59,1271.36
2020-08-05,1271.36,1276.31,1271.36,1276.31
2020-08-06,1276.31,1276.31,1266.4,1266.4
2020-08-07,1266.4,1266.4,1266.4,1266.4
2020-08-10,1266.4,1268.69,1266.4,1266.48
2020-08-11,1266.48,1280.14,1266.48,1280.14
2020-08-12,1280.14,1310.68,1280.14,1310.68
2020-08-13,1310.68,1310.68,1285.9,1285.9
2020-08-14,1285.9,1285.9,1278.26,1278.26
2020-08-17,1278.26,1278.26,1266.81,1270.63
2020-08-18,1270.63,1284.14,1270.63,1284.14
2020-08-19,1284.14,1299.41,1284.14,1299.41
2020-08-20,1299.41,1301.76,1299.41,1301.76
2020-08-21,1301.76,1306.72,1291.45,1291.45
2020-08-25,1291.45,1296.41,1291.45,1296.41
2020-08-26,1296.41,1304.04,1296.41,1304.04
2020-08-27,1304.04,1323.09,1280.54,1323.09
2020-08-28,1323.09,1323.09,1318.45,1318.45
2020-08-31,1318.45,1319.73,1318.45,1319.73
2020-09-01,1319.73,1319.73,1301.06,1301.06
2020-09-02,1301.06,1320.51,1276.77,1320.51
2020-09-03,1320.51,1320.51,1315.24,1319.74
2020-09-04,1319.74,1319.74,1319.74,1319.74
2020-09-07,1319.74,1319.74,1268.23,1268.23
2020-09-08,1268.23,1297.96,1258.31,1288.05
2020-09-09,1288.05,1293.78,1288.05,1293.78
2020-09-10,1293.78,1300.4,1290.56,1290.56
2020-09-11,1290.56,1290.56,1290.56,1290.56
2020-09-14,1290.56,1295.27,1272.77,1272.77
2020-09-15,1272.77,1272.77,1265.34,1265.34
2020-09-16,1265.34,1305.33,1262.79,1284.98
2020-09-17,1284.98,1284.98,1270.36,1270.36
2020-09-18,1270.36,1278.05,1270.36,1278.05
2020-09-21,1278.05,1278.05,1267.88,1267.88
2020-09-22,1267.88,1274.83,1267.88,1270.26
2020-09-23,1270.26,1283.57,1264.33,1268.17
2020-09-24,1268.17,1289.79,1266.14,1289.79
2020-09-25,1289.79,1289.79,1289.79,1289.79
2020-09-28,1289.79,1310.14,1289.79,1310.14
2020-09-29,1310.14,1312.52,1310.14,1312.52
2020-09-30,1312.52,1312.52,1298.49,1308.33
2020-10-01,1308.33,1330.62,1308.33,1330.62
2020-10-02,1330.62,1330.62,1330.62,1330.62
2020-10-05,1330.62,1335.37,1330.62,1335.37
2020-10-06,1335.37,1340.98,1328.44,1340.98
2020-10-07,1340.98,1340.98,1337.13,1337.13
2020-10-08,1337.13,1342.59,1325.58,1328.54
2020-10-09,1328.54,1328.54,1328.54,1328.54
2020-10-12,1328.54,1328.54,1270.8,1280.23
2020-10-13,1280.23,1281.77,1273.67,1273.67
2020-10-15,1273.67,1278.87,1266.55,1278.87
2020-10-16,1278.87,1306.34,1278.87,1306.34
2020-10-19,1306.34,1306.34,1280.84,1280.84
2020-10-20,1280.84,1287.76,1280.84,1287.76
2020-10-21,1287.76,1290.31,1287.76,1290.31
2020-10-22,1290.31,1290.31,1290.31,1290.31
2020-10-23,1290.31,1295.39,1290.31,1295.39
2020-10-26,1295.39,1295.39,1295.39,1295.39
2020-10-27,1295.39,1296.58,1295.39,1296.58
2020-10-28,1296.58,1309.3,1296.58,1306.76
2020-10-29,1306.76,1314.45,1306.76,1314.45
2020-10-30,1314.45,1324.19,1311.45,1311.45
2020-11-02,1311.45,1315.3,1311.45,1315.3
2020-11-03,1315.3,1339.89,1315.3,1339.89
2020-11-04,1339.89,1339.89,1339.89,1339.89
2020-11-05,1339.89,1361.27,1339.89,1361.27
2020-11-06,1361.27,1379.89,1361.27,1379.89
2020-11-09,1379.89,1379.89,1379.89,1379.89
2020-11-10,1379.89,1379.89,1353.54,1363.04
2020-11-11,1363.04,1367.96,1363.04,1367.96
2020-11-12,1367.96,1367.96,1367.96,1367.96
2020-11-13,1367.96,1375.59,1367.96,1375.59
2020-11-16,1375.59,1381.99,1375.59,1381.99
2020-11-17,1381.99,1414.9,1379.44,1414.9
2020-11-18,1414.9,1418.75,1414.9,1418.75
2020-11-19,1418.75,1427.62,1418.68,1419.99
2020-11-20,1419.99,1419.99,1417.45,1417.45
2020-11-23,1417.45,1449.96,1417.45,1449.96
2020-11-24,1449.96,1454.28,1449.96,1454.28
2020-11-25,1454.28,1456.4,1452.56,1456.4
2020-11-26,1456.4,1466.73,1446.23,1465.81
2020-11-27,1465.81,1468.35,1465.81,1468.35
2020-11-30,1468.35,1490.07,1468.35,1490.07
2020-12-01,1490.07,1499.74,1490.07,1499.74
2020-12-02,1499.74,1521.56,1487.86,1521.56
2020-12-03,1521.56,1528.68,1521.05,1521.05
2020-12-04,1521.05,1521.05,1515.73,1515.73
2020-12-07,1515.73,1515.73,1515.73,1515.73
2020-12-08,1515.73,1534.2,1515.73,1531.52
2020-12-09,1531.52,1531.52,1519.87,1519.87
2020-12-10,1519.87,1519.87,1503.24,1503.24
2020-12-11,1503.24,1510.37,1503.24,1510.37
2020-12-14,1510.37,1523.09,1504.41,1504.41
2020-12-15,1504.41,1504.41,1484.54,1489.01
2020-12-16,1489.01,1492.76,1489.01,1490.28
2020-12-17,1490.28,1508.64,1490.28,1508.64
2020-12-18,1508.64,1527.8,1497.73,1527.8
2020-12-21,1527.8,1527.8,1490.21,1517.24
2020-12-22,1517.24,1541.33,1517.24,1541.33
2020-12-23,1541.33,1577.39,1541.33,1577.39
2020-12-24,1577.39,1581.15,1577.39,1581.15
2020-12-28,1581.15,1586.12,1578.6,1578.6
2020-12-29,1578.6,1582.36,1550.01,1561.06
2020-12-30,1561.06,1651.85,1561.06,1617.08
2021-01-04,1617.08,1627.1,1617.08,1627.1
2021-01-05,1627.1,1627.1,1564.9,1567.13
2021-01-06,1567.13,1576.05,1567.13,1576.05
2021-01-11,1576.05,1631.68,1576.05,1631.68
2021-01-12,1631.68,1655.44,1621.97,1621.97
2021-01-13,1621.97,1631.91,1611.9,1631.91
2021-01-14,1631.91,1641.84,1615.65,1615.65
2021-01-15,1615.65,1637.46,1615.65,1637.46
2021-01-18,1637.46,1677.95,1637.46,1677.95
2021-01-19,1677.95,1689.1,1677.95,1689.1
2021-01-20,1689.1,1689.1,1689.1,1689.1
2021-01-21,1689.1,1689.1,1689.1,1689.1
2021-01-22,1689.1,1689.1,1681.58,1681.58
2021-01-25,1681.58,1681.58,1670.43,1670.43
2021-01-26,1670.43,1670.43,1665.46,1665.46
2021-01-27,1665.46,1676.74,1665.46,1676.74
2021-01-28,1676.74,1676.74,1655.53,1655.53
2021-01-29,1655.53,1665.46,1655.53,1665.46
2021-02-01,1665.46,1683.09,1656.54,1664.29
2021-02-02,1664.29,1680.86,1662.06,1678.37
2021-02-03,1678.37,1683.31,1678.37,1683.31
2021-02-04,1683.31,1721.24,1683.31,1717.74
2021-02-05,1717.74,1778.39,1717.74,1765.97
2021-02-08,1765.97,1765.97,1765.97,1765.97
2021-02-09,1765.97,1788.39,1765.97,1773.49
2021-02-10,1773.49,1788.39,1773.49,1788.39
2021-02-11,1788.39,1788.39,1782.11,1782.11
2021-02-12,1782.11,1789.63,1782.11,1789.63
2021-02-15,1789.63,1789.63,1769.55,1769.55
2021-02-16,1769.55,1821.93,1769.55,1821.93
2021-02-17,1821.93,1821.93,1821.93,1821.93
2021-02-18,1821.93,1869.51,1816.96,1864.29
2021-02-19,1864.29,1864.29,1862.41,1862.41
2021-02-22,1862.41,1862.41,1793.32,1794.33
2021-02-23,1794.33,1794.33,1734.26,1734.26
2021-02-24,1734.26,1759.36,1734.26,1759.36
2021-02-25,1759.36,1769.36,1754.4,1754.4
2021-02-26,1754.4,1776.88,1747.63,1776.88
2021-03-01,1776.88,1789.46,1762.09,1789.46
2021-03-02,1789.46,1794.29,1774.42,1794.29
2021-03-03,1794.29,1822.9,1749.67,1822.9
2021-03-04,1822.9,1822.9,1749.68,1749.68
2021-03-05,1749.68,1768.29,1749.68,1768.29
2021-03-09,1768.29,1768.29,1760.77,1760.77
2021-03-10,1760.77,1792.13,1757.01,1792.13
2021-03-11,1792.13,1792.13,1762.05,1767.01
2021-03-12,1767.01,1767.01,1767.01,1767.01
2021-03-15,1767.01,1776.95,1767.01,1776.95
2021-03-16,1776.95,1776.95,1774.31,1774.31
2021-03-17,1774.31,1774.31,1774.31,1774.31
2021-03-18,1774.31,1786.31,1774.31,1786.31
2021-03-19,1786.31,1806.48,1786.31,1797.54
2021-03-22,1797.54,1797.54,1775.62,1775.62
2021-03-23,1775.62,1775.62,1749.07,1749.47
2021-03-24,1749.47,1838.24,1749.47,1789.71
2021-03-25,1789.71,1836.91,1789.71,1832.98
2021-03-26,1832.98,1879,1832.98,1879
2021-03-29,1879,1893.61,1872.56,1872.56
2021-03-30,1872.56,1874.58,1865.41,1874.58
2021-03-31,1874.58,1904.84,1872.56,1874.58
2021-04-01,1874.58,1908.35,1874.58,1906.34
2021-04-02,1906.34,1906.34,1899.03,1899.03
2021-04-05,1899.03,1902.85,1898.02,1902.85
2021-04-06,1902.85,1902.85,1885.7,1892.09
2021-04-07,1892.09,1892.09,1890.07,1890.07
2021-04-08,1890.07,1890.07,1865.07,1869.9
2021-04-09,1869.9,1869.9,1834.35,1834.35
2021-04-12,1834.35,1834.35,1786.69,1796.78
2021-04-13,1796.78,1796.78,1796.78,1796.78
2021-04-14,1796.78,1799.63,1782.3,1796.42
2021-04-15,1796.42,1809.35,1771.02,1771.02
2021-04-16,1771.02,1807.33,1771.02,1796.39
2021-04-19,1796.39,1837.99,1796.39,1828.28
2021-04-20,1828.28,1828.28,1816.32,1816.32
2021-04-21,1816.32,1816.32,1778.99,1800.04
2021-04-22,1800.04,1852.49,1800.04,1800.04
2021-04-23,1800.04,1836.37,1800.04,1836.37
2021-04-26,1836.37,1836.37,1794.4,1806.1
2021-04-27,1806.1,1864.41,1794.4,1821.48
2021-04-28,1821.48,1871.71,1821.48,1829.15
2021-04-29,1829.15,1864.03,1792.08,1792.08
2021-04-30,1792.08,1880.57,1792.08,1880.57
2021-05-05,1880.57,1883.91,1880.57,1883.91
2021-05-06,1883.91,1883.91,1829.64,1829.64
2021-05-07,1829.64,1879.87,1812.45,1812.45
2021-05-11,1812.45,1868.53,1812.45,1868.53
2021-05-12,1868.53,1868.53,1822.33,1862.48
2021-05-13,1862.48,1866.52,1822.54,1851.91
2021-05-14,1851.91,1867.96,1804.97,1833.66
2021-05-17,1833.66,1883.9,1812.05,1878.23
2021-05-18,1878.23,1931.73,1810.88,1931.53
2021-05-19,1931.53,1932.11,1837.89,1849.79
2021-05-20,1849.79,1955.29,1849.79,1931.36
2021-05-21,1931.36,1994.69,1931.36,1956.36
2021-05-24,1956.36,1968.47,1934.92,1953.08
2021-05-25,1953.08,1964.18,1953.08,1962.72
2021-05-26,1962.72,2005.08,1942.75,2004.82
2021-05-27,2004.82,2004.82,1944.9,1973.41
2021-05-28,1973.41,2007.1,1965.7,1967.77
2021-05-31,1967.77,1980.88,1933.98,1933.98
2021-06-01,1933.98,1958.34,1911.63,1919.89
2021-06-02,1919.89,1954.83,1917.73,1954.83
2021-06-03,1954.83,1954.83,1918.97,1939.59
2021-06-04,1939.59,1956.39,1923.81,1944.04
2021-06-07,1944.04,1959.57,1940.88,1940.88
2021-06-08,1940.88,1961.44,1934.12,1954.48
2021-06-09,1954.48,1966.58,1948.9,1948.9
2021-06-10,1948.9,1996.39,1930.94,1996.39
2021-06-11,1996.39,1996.39,1938.03,1938.03
2021-06-14,1938.03,1942.67,1841.19,1903.07
2021-06-15,1903.07,1903.07,1851.02,1851.75
2021-06-16,1851.75,1875.36,1851.75,1875.36
2021-06-17,1875.36,1875.36,1811.51,1811.51
2021-06-18,1811.51,1819.95,1811.51,1819.95
2021-06-22,1819.95,1825.28,1819.95,1825.28
2021-06-23,1825.28,1888.72,1825.28,1846.75
2021-06-24,1846.75,1858.37,1846.75,1856.79
2021-06-25,1856.79,1877.28,1856.79,1877.28
2021-06-29,1877.28,1907.48,1877.28,1907.48
2021-06-30,1907.48,1961.38,1907.48,1961.38
2021-07-01,1961.38,1961.38,1945.48,1945.64
2021-07-02,1945.64,1945.64,1924.48,1929.75
2021-07-05,1929.75,1929.75,1929.75,1929.75
2021-07-06,1929.75,1971.99,1929.75,1940.1
2021-07-07,1940.1,1956.93,1934.83,1956.93
2021-07-08,1956.93,1956.93,1942.78,1942.78
2021-07-09,1942.78,1942.78,1942.78,1942.78
2021-07-12,1942.78,1966.7,1942.78,1950.75
2021-07-13,1950.75,1950.75,1913.89,1913.89
2021-07-14,1913.89,1929.84,1913.89,1929.84
2021-07-15,1929.84,1929.84,1929.84,1929.84
2021-07-16,1929.84,1929.84,1929.84,1929.84
2021-07-19,1929.84,1929.84,1890.14,1919.26
2021-07-20,1919.26,1936.8,1919.26,1936.8
2021-07-21,1936.8,1936.8,1930.76,1930.92
2021-07-22,1930.92,1930.92,1921.38,1921.38
2021-07-23,1921.38,1921.38,1885.56,1892.74
2021-07-26,1892.74,1892.74,1851.48,1851.48
2021-07-27,1851.48,1869.01,1840.05,1869.01
2021-07-28,1869.01,1881.73,1869.01,1881.73
2021-07-29,1881.73,1892.27,1881.73,1892.27
2021-07-30,1892.27,1915.18,1892.27,1915.18
2021-08-02,1915.18,1915.18,1915.18,1915.18
2021-08-03,1915.18,1915.18,1915.18,1915.18
2021-08-04,1915.18,1925.72,1891.47,1891.47
2021-08-05,1891.47,1915.86,1870.2,1870.2
2021-08-06,1870.2,1882.16,1870.2,1882.16
2021-08-09,1882.16,1899.22,1870.36,1899.22
2021-08-10,1899.22,1899.38,1877.04,1877.04
2021-08-11,1877.04,1880.23,1877.04,1880.23
2021-08-12,1880.23,1925.45,1880.23,1925.45
2021-08-13,1925.45,1925.45,1903.23,1916.66
2021-08-16,1916.66,1916.66,1904.7,1904.7
2021-08-17,1904.7,1916.66,1898.58,1898.58
2021-08-18,1898.58,1898.58,1886.62,1888.22
2021-08-19,1888.22,1888.22,1859.63,1861.14
2021-08-20,1861.14,1861.14,1861.14,1861.14
2021-08-25,1861.14,1864.63,1836.77,1846.36
2021-08-26,1846.36,1871.06,1846.36,1869.48
2021-08-27,1869.48,1869.48,1850.45,1850.45
2021-08-30,1850.45,1850.45,1848.86,1848.86
2021-08-31,1848.86,1893.83,1848.86,1893.83
2021-09-01,1893.83,1909.73,1850.62,1850.62
2021-09-02,1850.62,1867.61,1850.62,1862.34
2021-09-03,1862.34,1862.34,1846.44,1846.44
2021-09-06,1846.44,1855.98,1797.83,1797.83
2021-09-07,1797.83,1797.83,1751.72,1790.93
2021-09-08,1790.93,1806.28,1790.93,1793.83
2021-09-09,1793.83,1829.97,1793.83,1829.97
2021-09-10,1829.97,1840.51,1829.97,1832.56
2021-09-13,1832.56,1832.56,1816.64,1819.32
2021-09-14,1819.32,1819.32,1816.69,1816.69
2021-09-15,1816.69,1821.96,1816.69,1821.96
2021-09-16,1821.96,1821.96,1815.19,1819.56
2021-09-17,1819.56,1819.56,1810.78,1810.78
2021-09-20,1810.78,1863.45,1777.53,1777.53
2021-09-21,1777.53,1786.31,1777.53,1786.31
2021-09-22,1786.31,1786.31,1781.45,1781.45
2021-09-23,1781.45,1781.45,1781.45,1781.45
2021-09-24,1781.45,1781.45,1781.45,1781.45
2021-09-27,1781.45,1824.81,1781.45,1816.78
2021-09-28,1816.78,1816.78,1816.78,1816.78
2021-09-29,1816.78,1816.78,1816.78,1816.78
2021-09-30,1816.78,1832.31,1813.62,1832.31
2021-10-01,1832.31,1840.34,1832.31,1840.34
2021-10-04,1840.34,1840.34,1832.31,1832.31
2021-10-05,1832.31,1832.31,1777.62,1786.4
2021-10-06,1786.4,1826.91,1786.4,1826.91
2021-10-07,1826.91,1842.98,1826.91,1842.98
2021-10-08,1842.98,1870.19,1842.98,1843.86
2021-10-11,1843.86,1852.46,1801.04,1801.04
2021-10-12,1801.04,1801.04,1792.27,1797.13
2021-10-13,1797.13,1802.4,1797.13,1802.4
2021-10-18,1802.4,1836.02,1797.13,1836.02
2021-10-19,1836.02,1836.02,1785.45,1799.13
2021-10-20,1799.13,1811.18,1799.13,1811.18
2021-10-21,1811.18,1811.18,1777.15,1777.15
2021-10-22,1777.15,1777.15,1752.84,1752.84
2021-10-25,1752.84,1752.84,1752.84,1752.84
2021-10-26,1752.84,1802,1752.84,1800.24
2021-10-27,1800.24,1843.6,1775.66,1843.6
2021-10-28,1843.6,1843.6,1831.54,1843.6
2021-10-29,1843.6,1846.93,1838.33,1838.33
2021-11-01,1838.33,1892.31,1838.33,1888.47
2021-11-02,1888.47,1896.5,1888.47,1896.5
2021-11-03,1896.5,1926.85,1887.72,1909.3
2021-11-04,1909.3,1926.85,1840.21,1840.21
2021-11-05,1840.21,1874.44,1823.44,1823.44
2021-11-08,1823.44,1843.98,1814.14,1814.14
2021-11-09,1814.14,1850.17,1814.14,1850.17
2021-11-10,1850.17,1857.86,1843.76,1843.76
2021-11-11,1843.76,1872.12,1843.76,1872.12
2021-11-12,1872.12,1872.12,1828.4,1837.64
2021-11-15,1837.64,1837.64,1816.76,1816.76
2021-11-16,1816.76,1816.76,1816.76,1816.76
2021-11-17,1816.76,1816.76,1816.76,1816.76
2021-11-18,1816.76,1847.65,1790.43,1817.81
2021-11-19,1817.81,1835.36,1817.81,1833.91
2021-11-22,1833.91,1833.91,1803.12,1803.12
2021-11-23,1803.12,1803.12,1774.75,1788.8
2021-11-24,1788.8,1805.48,1788.8,1804.6
2021-11-25,1804.6,1806.35,1804.6,1806.35
2021-11-26,1806.35,1845.24,1806.35,1827.69
2021-11-29,1827.69,1862.8,1827.69,1845.24
2021-11-30,1845.24,1876.09,1845.24,1865.5
2021-12-01,1865.5,1872.53,1865.5,1868.05
2021-12-02,1868.05,1868.05,1864.54,1867.75
2021-12-03,1867.75,1867.75,1854.57,1858.08
2021-12-06,1858.08,1859.86,1813.74,1813.74
2021-12-07,1813.74,1827.59,1807.51,1810.39
2021-12-08,1810.39,1810.39,1792.18,1792.18
2021-12-09,1792.18,1795.53,1765.23,1772.93
2021-12-10,1772.93,1788.73,1741.63,1741.63
2021-12-13,1741.63,1741.85,1730.1,1730.1
2021-12-14,1730.1,1738.93,1722.86,1734.91
2021-12-15,1734.91,1743.69,1734.91,1735.65
2021-12-16,1735.65,1735.65,1722.01,1728.84
2021-12-17,1728.84,1735.68,1728.84,1728.84
2021-12-20,1728.84,1728.84,1714.55,1725.79
2021-12-21,1725.79,1729.24,1707.21,1708.35
2021-12-22,1708.35,1729.1,1708.35,1719.68
2021-12-23,1719.68,1735.38,1711.05,1735.38
2021-12-24,1735.38,1738.13,1716.67,1716.67
2021-12-28,1716.67,1718.94,1706.3,1706.3
2021-12-29,1706.3,1723.35,1706.3,1722.65
2021-12-30,1722.65,1774.08,1695.19,1738.24
2022-01-04,1738.24,1738.24,1733.75,1733.75
2022-01-05,1733.75,1733.75,1721.6,1721.6
2022-01-06,1721.6,1735.3,1719.38,1735.3
2022-01-10,1735.3,1735.3,1735.3,1735.3
2022-01-11,1735.3,1750.98,1735.3,1746.88
2022-01-12,1746.88,1758.25,1699.35,1724.61
2022-01-13,1724.61,1767.35,1724.61,1767.35
2022-01-14,1767.35,1767.35,1735.25,1746.95
2022-01-17,1746.95,1746.95,1744.68,1744.68
2022-01-18,1744.68,1746.55,1740.69,1746.55
2022-01-19,1746.55,1746.55,1742.12,1742.12
2022-01-20,1742.12,1742.12,1710.29,1710.29
2022-01-21,1710.29,1723.93,1703.44,1712.41
2022-01-24,1712.41,1712.41,1685.07,1685.07
2022-01-25,1685.07,1723.8,1685.07,1723.8
2022-01-26,1723.8,1734.93,1721.65,1721.92
2022-01-27,1721.92,1737.83,1680.13,1680.13
2022-01-28,1680.13,1746.19,1680.13,1746.19
2022-01-31,1746.19,1747.95,1700.11,1700.11
2022-02-01,1700.11,1704.53,1699.23,1704.53
2022-02-02,1704.53,1735.5,1704.53,1733.29
2022-02-03,1733.29,1746.3,1733.29,1743.22
2022-02-04,1743.22,1743.22,1727.36,1727.36
2022-02-07,1727.36,1733.99,1696.81,1729.56
2022-02-08,1729.56,1729.56,1699.97,1718.16
2022-02-09,1718.16,1727.7,1709.71,1709.71
2022-02-10,1709.71,1714.26,1693.96,1693.96
2022-02-11,1693.96,1713.73,1693.96,1713.73
2022-02-14,1713.73,1714.26,1696.06,1696.06
2022-02-15,1696.06,1709.7,1696.06,1709.7
2022-02-16,1709.7,1723.19,1682.19,1717.35
2022-02-17,1717.35,1785.48,1711.82,1785.48
2022-02-18,1785.48,1796.03,1765.74,1774.84
2022-02-21,1774.84,1803.77,1766.02,1766.02
2022-02-22,1766.02,1787.89,1718.72,1759.73
2022-02-23,1759.73,1792.64,1718.5,1718.5
2022-08-10,1707.43,1707.43,1680.87,1680.87
2022-08-11,1680.87,1719.52,1678.38,1678.38
2022-08-12,1678.38,1678.38,1616.75,1616.75
2022-08-15,1616.75,1657.74,1616.75,1655.47
2022-08-16,1655.47,1656.61,1655.24,1656.43
2022-08-17,1656.43,1660.86,1656.43,1660.86
2022-08-19,1660.86,1689.56,1660.86,1689.56
2022-08-22,1689.56,1689.56,1634.9,1643.75
2022-08-23,1643.75,1643.75,1575,1575
2022-08-24,1575,1576.14,1560.34,1560.34
2022-08-25,1560.34,1560.34,1516.29,1552.86
2022-08-26,1552.86,1553.09,1551.72,1553.09
