Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-05-15,1258.77,1261.56,1254.2,1257.49,516720
2018-05-16,1259.67,1260.22,1252.51,1259.07,288056
2018-05-17,1258.89,1264.04,1258.56,1261.13,241151
2018-05-18,1258.23,1259.34,1252.18,1252.17,320866
2018-05-21,1252.18,1254.99,1248.48,1251.62,282872
2018-05-22,1252.45,1254.26,1250.08,1253.42,286276
2018-05-23,1252.23,1257.77,1251.92,1253.59,217759
2018-05-24,1256.19,1260.52,1256.19,1258.74,310099
2018-05-25,1258.24,1258.24,1251.22,1254.31,371185
2018-05-28,1258.12,1260.4,1249.17,1250.22,139981
2018-05-29,1248.05,1253.93,1245.2,1245.2,218058
2018-05-30,1245.82,1247.94,1244.15,1245.13,159622
2018-05-31,1245.16,1253.18,1233.04,1233.04,346209
2018-06-01,1239.67,1251.44,1238.21,1251.44,462694
2018-06-04,1247.77,1247.77,1238.68,1243.97,189559
2018-06-05,1246.09,1249.43,1242.47,1246,401949
2018-06-06,1248.05,1250.44,1245.6,1249.5,196969
2018-06-07,1248.95,1250.58,1237.49,1250.58,128873
2018-06-08,1253.45,1257.64,1250.99,1254.18,247796
2018-06-11,1252.9,1260.52,1252.9,1260.52,123872
2018-06-12,1261.14,1262.12,1257.26,1258.11,146051
2018-06-13,1260.51,1261.77,1256.55,1258.61,216740
2018-06-14,1263.59,1263.59,1256.42,1258.96,1951412
2018-06-15,1261.15,1270.57,1260.97,1270.4,1965377
2018-06-18,1269.48,1271.97,1266.03,1271.43,1815791
2018-06-19,1274.6,1275.76,1268.32,1269.61,599924
2018-06-20,1267.47,1270.57,1265.68,1266.12,1166380
2018-06-21,1266.91,1269.46,1265.39,1267.11,287906
2018-06-22,1268.19,1269.13,1265.69,1267.33,113653
2018-06-25,1277.53,1277.53,1270.84,1274.89,1187019
2018-06-26,1270.27,1273.85,1268.85,1272.41,1002975
2018-06-27,1272.47,1272.47,1266.99,1267.94,490412
2018-06-28,1267.27,1267.49,1258.81,1258.81,554679
2018-06-29,1259.57,1262.8,1259.05,1261.6,841773
2018-07-02,1260.03,1265.57,1257.12,1259.51,253692
2018-07-03,1260.73,1270.61,1259.29,1259.29,391775
2018-07-04,1260.03,1264.77,1260.03,1261.34,114632
2018-07-05,1259.93,1265.45,1259.09,1259.09,132235
2018-07-06,1260.65,1261.32,1254.75,1254.75,334214
2018-07-09,1259.51,1261.03,1257.12,1260.37,211418
2018-07-10,1260.65,1261.75,1258.62,1261.11,565998
2018-07-11,1260.67,1261.56,1256.38,1258.78,400274
2018-07-12,1259.25,1260.18,1255.2,1257.46,117322
2018-07-13,1256.38,1259.88,1256.03,1257.21,569444
2018-07-16,1261.01,1262.21,1257.16,1259.64,289388
